market,kind,model,n_train,n_test,auc,logloss,brier,cal,base,top5,top10,p60,n60,p70,n70,secs
k6,pitcher,MLP (neural net),9189,3304,0.7046876802828143,0.5902049052954319,0.2036533489341494,0.3701626136741386,0.3622881355932203,0.5877742946708464,0.5007949125596184,0.6502347417840375,426,0.717948717948718,195,0.6
k6,pitcher,STACK (LR+HGB+ET),9189,3304,0.7086518701436394,0.5896186815062974,0.2025914414588953,0.3721340991023812,0.3622881355932203,0.5768025078369906,0.5071542130365659,0.6796338672768879,437,0.7438423645320197,203,3.9
k7,pitcher,own-rate baseline,9189,3304,0.6813345727172986,0.5073611653267888,0.1649956265015772,0.25066618309454,0.2360774818401937,0.4373040752351097,0.3513513513513513,,17,,0,
k7,pitcher,logistic,9189,3304,0.7212757527733756,0.486769830725923,0.1586612246368916,0.2389129061527301,0.2360774818401937,0.438871473354232,0.3616852146263911,0.6991150442477876,113,0.7,30,0.2
k7,pitcher,logistic L1,9189,3304,0.7213834369539599,0.4867018283929372,0.1586344533458578,0.2398592329464137,0.2360774818401937,0.4420062695924764,0.3624801271860095,0.6991150442477876,113,0.7,30,0.3
k7,pitcher,logistic + platt,9189,3304,0.7212757527733756,0.4867714465275946,0.1586621879317029,0.2389088893769083,0.2360774818401937,0.438871473354232,0.3616852146263911,0.6991150442477876,113,0.7,30,0.3
k7,pitcher,gaussian NB,9189,3304,0.6999349831362509,0.5005380465849646,0.1622459957881628,0.2515934554640856,0.2360774818401937,0.4467084639498432,0.3585055643879173,0.6753246753246753,154,,0,0.2
k7,pitcher,random forest,9189,3304,0.7178527164858385,0.4906559983144162,0.1598744344511956,0.2489755976221103,0.2360774818401937,0.4498432601880878,0.3624801271860095,0.6341463414634146,41,,0,1.1
k7,pitcher,extra trees,9189,3304,0.7212615303344305,0.4930217763120634,0.1605582130866193,0.2441844369999509,0.2360774818401937,0.4467084639498432,0.3696343402225755,,0,,0,0.7
k7,pitcher,hist-GBM,9189,3304,0.7042713031817628,0.4981956452799839,0.1633316801424948,0.2340667409340925,0.2360774818401937,0.4310344827586206,0.3537360890302067,0.6046511627906976,86,,27,0.6
k7,pitcher,gradient boosting,9189,3304,0.7144075846235117,0.4917121082055951,0.1605664454940451,0.2459057437419102,0.2360774818401937,0.4341692789968652,0.3553259141494435,0.6060606060606061,66,,4,4.5
k7,pitcher,kNN (k=200),9189,3304,0.7174842029338859,0.4919849942345312,0.1602405039346247,0.238103813559322,0.2360774818401937,0.4498432601880878,0.3616852146263911,,0,,0,0.5
